ID,Name,Rank,Rarity_Score,Attributes,Background,Calligraphy,Eyes,Face,Facepaint,Headband,Mouth,Nose,Panel,Paper,Sign Panel,Signature,Special
205,Tezumura #205,939,360.47494571403064,12,Carmine,Calligraphy,Charming,Long Chin Red,Midori Shu,Kanuki Prince,Licking Lip,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
891,Tezumura #891,940,360.30451747060397,12,Hineiro,Calligraphy,Kensa,Rich Grey,Heitai Indigo,Kabuki Crabman,Thousand Tez 01,Fuji,No Byoubu,Washi paper,Sign Panel 13,Signature,
346,Tezumura #346,941,360.09503243097964,12,Hineiro,Calligraphy,Dotto,Happy Grey,Frontman Navy,The Ainu,Biting Yen,Marui,No Byoubu,Washi paper,Sign Panel 06,Signature,
993,Tezumura #993,942,360.07554074611386,12,Torinokoiro,Calligraphy,HoHoemi,Rich Red,No Moyo,Senior Demon,Yellow Donut,Oldy,No Byoubu,Washi paper,Sign Panel 01,Signature,
705,Tezumura #705,943,359.3388631000127,12,Golden,Calligraphy,Ronin Eyes,Oval white,Frontman Navy,Bushi 02,EHiiii,Sharpy,No Byoubu,Washi paper,Sign Panel 11,Signature,
661,Tezumura #661,944,358.4032196837227,12,Cerulean Blue,Calligraphy,Kensa,Keen White,Joker,Kanuki Prince,Thousand Tez 01,Bootsu,No Byoubu,Washi paper,Sign Panel 05,Signature,
675,Tezumura #675,945,357.8812356029249,12,Carmine,Calligraphy,Disney Eyes,Long Chin Blue,No Moyo,Dorobo Girl,Tez Coin 02,Fuji,Sensu Momoiro,Washi paper,Sign Panel 13,Signature,
244,Tezumura #244,946,357.7160571114342,12,Torinokoiro,Calligraphy,Rikka,Keen  Grey,Heitai Yellow, Dorobo Man,Thousand Tez 01,Fuji,No Byoubu,Washi paper,Sign Panel 07,Signature,
291,Tezumura #291,947,355.90437261702897,12,Sakura Iro,Calligraphy,Kensa,Happy Red,Frontman Navy,Painter 01,Smoking,Buta,No Byoubu,Washi paper,Sign Panel 05,Signature,
564,Tezumura #564,948,355.1702037636598,12,Botan,Calligraphy,Kensa 02,Happy Red,No Moyo,Harajuku Yellow,Cup Noodle,Fuji,No Byoubu,Washi paper,Sign Panel 12,Signature,
893,Tezumura #893,949,354.03200341620305,12,Taisha,Calligraphy,Fighto!,Marui Blue,Majime 04,Daimyo of Nikko,Dali Punk Yellow,Fuji,No Byoubu,Washi paper,Sign Panel 05,Signature,
915,Tezumura #915,950,353.4743189129515,12,Taisha,Calligraphy,Kensa,Keen Beige,Moyo 03,Rich Man,Foxy Smile,Fuji,No Byoubu,Washi paper,Sign Panel 04,Signature,
218,Tezumura #218,951,353.4344117486602,12,Hineiro,Calligraphy,Katamari,Keen  Red,No Moyo,Dragon Demon,Tounge Out,Manga,No Byoubu,Washi paper,Sign Panel 01,Signature,
709,Tezumura #709,952,352.84313185857087,12,Carmine,Calligraphy,Kensa 02,Happy Red,Majime 03,The Artisan,Saiya Mouth,Lumpy,No Byoubu,Washi paper,Sign Panel 04,Signature,
488,Tezumura #488,953,352.8384760757909,12,Golden,Calligraphy,Kensa,Marui White,Majime 03,Ronin 02,Tezos Chcco,Whictchy,Sensu Blue,Washi paper,Sign Panel 14,Signature,
315,Tezumura #315,954,350.70419716315695,12,Torinokoiro,Calligraphy,Kensa,Marui White,No Moyo,Samurai 01,Biting Yen,Lumpy,Sensu Momoiro,Washi paper,Sign Panel 09,Signature,
794,Tezumura #794,955,349.6810788118921,12,Botan,Calligraphy,Kensa,Rich White,Mononoke,Evil Kabuki,Tezos Chcco,Roundy,Tate Byubu  Green,Washi paper,Sign Panel 09,Signature,
335,Tezumura #335,956,348.1121193538864,12,Cerulean Blue,Calligraphy,Naha Machi,Happy Grey,No Moyo,Daimyo,EHiiii,Sharpy,Byubu Midori,Washi paper,Sign Panel 15,Signature,
74,Tezumura #74,957,348.00145551566237,12,Taisha,Calligraphy,Grim,Oval white,Moyo 03,Amaterasu,Burger Time!,Fuji,No Byoubu,Washi paper,Sign Panel 13,Signature,
660,Tezumura #660,958,347.9572975653949,12,Torinokoiro,Calligraphy,Disney Eyes,Sharp grey,Mononoke,Mickey Demon,Hmm...,Fuji,Sensu  Green,Washi paper,Sign Panel 15,Signature,
122,Tezumura #122,959,347.0467111122918,12,Carmine,Calligraphy,Majime,Marui Yellow,No Moyo,Harajuku Yellow,Biting Yen,Fuji,No Byoubu,Washi paper,Sign Panel 15,Signature,
836,Tezumura #836,960,347.0259644769184,12,Taisha,Calligraphy,Kurushi,Long Chin Biege,No Moyo,Merchant,Wow,Fuji,No Byoubu,Washi paper,Sign Panel 02,Signature,
558,Tezumura #558,961,343.9017063202144,12,Rose Madder,Calligraphy,Foxxy Lady,Keen  Grey,No Moyo,Samurai 01,Tez Coin 03,Whictchy,No Byoubu,Washi paper,Sign Panel 03,Signature,
305,Tezumura #305,962,343.27166107134565,12,Torinokoiro,Calligraphy,Hero,Happy White,No Moyo,Shogun,Tez Coin 02,Manga,No Byoubu,Washi paper,Sign Panel 07,Signature,
337,Tezumura #337,963,342.69379274697604,12,Taisha,Calligraphy,Ruminate,Oval Grey,Mononoke,Uchina Dancer,Dorobou,Oldy,Byubu Yellow,Washi paper,Sign Panel 06,Signature,
444,Tezumura #444,964,342.2899092107195,12,Botan,Calligraphy,Serious Eyes,Rich Red,Midori Shu,Opera Actor,Thousand Tez 01,Fuji,No Byoubu,Washi paper,Sign Panel 15,Signature,
614,Tezumura #614,965,341.8226677842533,12,Hyakugun,Calligraphy,Kensa,Marui Brown,Mononoke,Dorobo Girl,Yellow Texas Mustache,Wavy,No Byoubu,Washi paper,Sign Panel 02,Signature,
497,Tezumura #497,966,340.5914958486243,12,Golden,Calligraphy,Curious Eyes,Marui Yellow,No Moyo,Junior Demon,Foxy Smile,Fuji,Sensu Beige,Washi paper,Sign Panel 09,Signature,
295,Tezumura #295,967,339.37041204662444,12,Cerulean Blue,Calligraphy,Kensa,Long Chin Biege,Majime 04,Demon Teen Green,Dorobou,Wavy,No Byoubu,Washi paper,Sign Panel 15,Signature,
815,Tezumura #815,968,338.12923699633325,12,Botan,Calligraphy,Kensa 02,Keen White,Majime 01,Army Man,Pizza,Yama,No Byoubu,Washi paper,Sign Panel 11,Signature,
601,Tezumura #601,969,337.25206680486866,12,Golden,Calligraphy,Grim,Marui Blue,Mononoke,Kabuki on Ice,Thousand Tez 01,Bat,No Byoubu,Washi paper,Sign Panel 01,Signature,
464,Tezumura #464,970,336.72144029511355,12,Golden,Calligraphy,Ruminate,Happy White,Heitai Red,The Artisan,EHiiii,Ringgu,No Byoubu,Washi paper,Sign Panel 09,Signature,
495,Tezumura #495,971,336.4073940098299,12,Fujiiro,Calligraphy,Funny Eyes,Happy Red,Kabuki Red,High Maiko,Napkin,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
735,Tezumura #735,972,335.2405099314638,12,Rokusho,Calligraphy,Majime,Sharp White,No Moyo,Shogun,Tez Coin 03,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
147,Tezumura #147,973,334.7878875105714,12,Sakura Iro,Calligraphy,Cute eyes,Keen  Grey,Manabi 04,Tezos Army YL,Ehhh!,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
908,Tezumura #908,974,334.4662320951164,12,Botan,Calligraphy,Kensa,Marui Yellow,No Moyo,Kirin Aka,Cup Noodle,Indoman,No Byoubu,Washi paper,Sign Panel 07,Signature,
172,Tezumura #172,975,333.59188621071877,12,Gunroku,Calligraphy,Boring,Oval Beige,No Moyo, Dorobo Man,Hmm...,Fuji,Byubu Indigo,Washi paper,Sign Panel 14,Signature,
416,Tezumura #416,976,330.4254523001094,12,Hyakugun,Calligraphy,Konran,Marui Grey,No Moyo,Samurai 01,Hmm...,Fuji,Shikaku Mikan,Washi paper,Sign Panel 10,Signature,
442,Tezumura #442,977,329.74335017005325,12,Cerulean Blue,Calligraphy,Fighto!,Marui Yellow,Majime 04,Amaterasu,EHiiii,Marui,No Byoubu,Washi paper,Sign Panel 15,Signature,
265,Tezumura #265,978,329.1477472219095,12,Hineiro,Calligraphy,Serious Eyes,Long Chin Blue,Frontman Navy,Geishasan,Saiya Mouth,Fuji,No Byoubu,Washi paper,Sign Panel 13,Signature,
190,Tezumura #190,979,326.6195745463179,12,Carmine,Calligraphy,Ruminate,Keen Beige,No Moyo,Devil Kid 02,HaHaHa,Indoman,No Byoubu,Washi paper,Sign Panel 02,Signature,
317,Tezumura #317,980,320.49414664637527,12,Malachite,Calligraphy,Konran,Rich White,Omuri Kaki 02,Painter 01,WhaAaaA,Whictchy,No Byoubu,Washi paper,Sign Panel 01,Signature,
432,Tezumura #432,981,318.73641098604924,12,Carmine,Calligraphy,Kensa,Marui Beige,Otafuku 03,Tezos Army YL,Tez Coin 03,Fuji,No Byoubu,Washi paper,Sign Panel 11,Signature,
912,Tezumura #912,982,318.67110194050815,12,Botan,Calligraphy,Stunned,Marui Blue,No Moyo,Army of Kojima,Saiya Mouth,Yama,No Byoubu,Washi paper,Sign Panel 01,Signature,
341,Tezumura #341,983,318.0588566136923,12,Cerulean Blue,Calligraphy,Charming,Rich Purple,No Moyo,Kung Fu Fighter,Tezos Chcco,Whictchy,No Byoubu,Washi paper,Sign Panel 10,Signature,
935,Tezumura #935,984,317.21941845740866,12,Taisha,Calligraphy,Stunned,Rich Purple,No Moyo,Ronin 02,Biting Tooth,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
143,Tezumura #143,985,315.3507411342918,12,Yamabuki,Calligraphy,Konran,Happy White,Kabuki Red,Samurai 02,Mad,Oldy,No Byoubu,Washi paper,Sign Panel 04,Signature,
613,Tezumura #613,986,315.3396330993176,12,Taisha,Calligraphy,Hero,Keen White,No Moyo,Punk Stars,Licking Lip,Groovy,No Byoubu,Washi paper,Sign Panel 04,Signature,
349,Tezumura #349,987,312.955607860415,12,Gunroku,Calligraphy,Kensa,Sharp White,Otafuku 03,Geishasan,WEW,Fuji,Byubu Indigo,Washi paper,Sign Panel 10,Signature,
955,Tezumura #955,988,312.720436795771,12,Rokusho,Calligraphy,Fighto!,Long Chin White,No Moyo,Kabuki on Ice,Foxy Smile,Fuji,No Byoubu,Washi paper,Sign Panel 11,Signature,
87,Tezumura #87,989,312.5793480043058,12,Botan,Calligraphy,Kensa,Oval white,Omuri Kaki 04,The Ainu,Tezos Binky 02,Groovy,No Byoubu,Washi paper,Sign Panel 08,Signature,
968,Tezumura #968,990,310.06308807266703,12,Cerulean Blue,Calligraphy,Konran,Marui Brown,Kabuki Red,Dragon Demon,Burger Time!,Whictchy,No Byoubu,Washi paper,Sign Panel 00,Signature,
491,Tezumura #491,991,307.6432692365944,12,Fujiiro,Calligraphy,Kensa,Rich Grey,No Moyo,Geishasan,Foxy Smile,Joker,Star Knife Beige,Washi paper,Sign Panel 04,Signature,
634,Tezumura #634,992,306.4297175347334,12,Cerulean Blue,Calligraphy,Katamari,Marui Blue,No Moyo,Uchina Dancer,He He He,Whictchy,No Byoubu,Washi paper,Sign Panel 12,Signature,
500,Tezumura #500,993,305.86638405733794,12,Gunroku,Calligraphy,Naha Machi,Marui Yellow,No Moyo,Kung Fu Fighter,Wow Ha Ha,Fuji,No Byoubu,Washi paper,Sign Panel 03,Signature,
627,Tezumura #627,994,305.8272957648401,12,Malachite,Calligraphy,Ruminate,Happy Beige,Majime 04,Evil Kabuki,Boring,Sharpy,No Byoubu,Washi paper,Sign Panel 03,Signature,
345,Tezumura #345,995,300.25782754384403,12,Yamabuki,Calligraphy,Konran,Long Chin Biege,Majime 03,Army of Kojima,Hmm...,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
525,Tezumura #525,996,300.00836139034976,12,Hineiro,Calligraphy,Foxxy Lady,Sharp  Beige,No Moyo,Army Man,Foxy Smile,Fuji,No Byoubu,Washi paper,Sign Panel 02,Signature,
774,Tezumura #774,997,298.9277497128204,12,Malachite,Calligraphy,Kensa,Sharp Blue,No Moyo,Samurai 02,Yellow Donut,Manga,No Byoubu,Washi paper,Sign Panel 12,Signature,
362,Tezumura #362,998,296.4800821239772,12,Torinokoiro,Calligraphy,Kabuki eyes,Rich Grey,No Moyo,High Maiko,Antiuque Pipe,Sharpy,No Byoubu,Washi paper,Sign Panel 05,Signature,
952,Tezumura #952,999,294.41597245970416,12,Malachite,Calligraphy,Grim,Marui Brown,Mononoke,Kanuki Prince,HUH !!!,Manga,No Byoubu,Washi paper,Sign Panel 02,Signature,
825,Tezumura #825,1000,293.6142344581295,12,Carmine,Calligraphy,Curious Eyes,Rich Grey,No Moyo,Amaterasu,melon,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
726,Tezumura #726,1001,293.1126075892805,12,Malachite,Calligraphy,Grim,Keen White,Mononoke,Army Man,Sushi,Roundy,No Byoubu,Washi paper,Sign Panel 07,Signature,
180,Tezumura #180,1002,289.15426635605616,12,Carmine,Calligraphy,Kensa 02,Marui Brown,No Moyo,Amaterasu,Antiuque Pipe,Sharpy,No Byoubu,Washi paper,Sign Panel 06,Signature,
258,Tezumura #258,1003,288.0925016150025,12,Rose Madder,Calligraphy,Ruminate,Marui Blue,No Moyo,High Maiko,Tezos Ice 01,Marui,No Byoubu,Washi paper,Sign Panel 02,Signature,
73,Tezumura #73,1004,280.0303790338341,12,Fujiiro,Calligraphy,Konran,Rich Red,No Moyo,Bushi 02,Tezos Ice 01,Fuji,No Byoubu,Washi paper,Sign Panel 11,Signature,
620,Tezumura #620,1005,279.22472104989527,12,Golden,Calligraphy,Gakumon,Sharp Blue,No Moyo,O-bake,EHiiii,Whictchy,No Byoubu,Washi paper,Sign Panel 13,Signature,
504,Tezumura #504,1006,270.9704352603722,12,Taisha,Calligraphy,Kensa,Marui Yellow,No Moyo,Junior Demon,Smoking,Fuji,No Byoubu,Washi paper,Sign Panel 02,Signature,
1,Tezumura #1,1007,248.05755390444008,12,Taisha,Calligraphy,Konran,Happy White,No Moyo,Ronin 02,Yellow Donut,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
764,Tezumura #764,1008,234.30843866320035,12,Malachite,Calligraphy,Kensa,Rich Red,Mononoke,Lil Girl,EHiiii,Fuji,No Byoubu,Washi paper,Sign Panel 06,Signature,
